ENTITY_STABLE_ID	NAME	DESCRIPTION	URL	TCGA-W5-AA2Z-01	TCGA-ZU-A8S4-01	TCGA-3X-AAV9-01	TCGA-ZH-A8Y2-01	TCGA-W5-AA31-01	TCGA-W5-AA2Q-01	TCGA-W5-AA34-01	TCGA-3X-AAVE-01	TCGA-W5-AA2U-01	TCGA-4G-AAZT-01	TCGA-W5-AA2T-01	TCGA-W5-AA2R-01	TCGA-W5-AA36-01	TCGA-3X-AAVA-01	TCGA-W5-AA39-01	TCGA-4G-AAZO-01	TCGA-YR-A95A-01	TCGA-W5-AA33-01	TCGA-W5-AA2X-01	TCGA-W5-AA2O-01	TCGA-3X-AAVC-01	TCGA-W5-AA2I-01	TCGA-ZH-A8Y4-01	TCGA-3X-AAVB-01	TCGA-W5-AA38-01	TCGA-W6-AA0S-01	TCGA-W5-AA2G-01	TCGA-W5-AA2H-01	TCGA-W5-AA30-01	TCGA-ZD-A8I3-01	TCGA-ZH-A8Y5-01	TCGA-W5-AA2W-01	TCGA-WD-A7RX-01	TCGA-ZH-A8Y8-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y6-01
Muricauda	Muricauda	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Muricauda	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.8814392084	2.1757775615	1.2926891255	2.1708836831	1.4277781899	1.3517792808	1.5536398434	1.9472932468	1.6077449555	1.4598068963	1.3046777256	1.3948434491	1.7604235501	1.7556485373	2.4767281159	2.130716001	1.5483210468	1.7427362031	1.263034368	1.8120851372	1.6411228861	1.1710976726	1.8639253521	1.6334912605	1.6185333699	1.9069963736	1.9887557681	1.0697678861	1.5770151399	1.5136148789	1.5003490784	1.7658102873	1.9108227516	1.7771228247	2.0968894281	1.8896822011
Terrimicrobium	Terrimicrobium	k__Bacteria.p__Verrucomicrobia.c__Spartobacteria.g__Terrimicrobium	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.5319465277	4.9024437549	3.6007828517	2.7191723613	2.0782855092	2.0022866001	2.2041471627	2.6704244722	2.2582522748	2.1551507432	1.9551850449	2.0453507684	3.9958933701	2.4787797627	3.1272354352	2.8260598479	1.0799464592	2.3932435224	1.9135416873	2.4625924565	2.3642541115	1.8216049919	2.4122140303	2.356622486	2.2690406892	2.6758181768	2.6392630874	1.7202752054	2.2275224591	2.1197480252	2.0486377566	2.4163176066	2.5946217727	2.3254115029	2.6451781063	2.4379708794
Turicibacter	Turicibacter	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Turicibacter	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.773007034	2.7421624326	0.5797140779	1.3251752204	0.3193460155	1.8283096071	0.4452076689	2.8192806999	0.4993127811	0.8418277894	0.1962455512	1.8713737754	0.6519913757	1.0426734897	1.3682959415	1.5127368941	0.4062933566	0.6343040287	0.1546021936	2.2886154635	0.9281478385	2.8700204203	1.0182168894	0.9205162129	3.3174561176	1.3161470021	0.8803235936	1.5462982124	0.4685829654	0.5968545182	0.6546406157	0.6573781129	1.0907826916	0.931414362	1.2511809654	2.6289362392
Candidatus_Koribacter	Candidatus_Koribacter	k__Bacteria.p__Acidobacteria.c__Acidobacteriia.o__Acidobacteriales.f__Acidobacteriaceae.g__Candidatus_Koribacter	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.4566026736	2.6837938247	2.0087331625	2.6274107649	2.002941655	1.9269427459	2.1288033085	2.6633372838	2.1829084207	2.027597969	1.8798411907	1.9700069142	2.3355870152	2.4716925743	3.0518915811	2.6985070738	1.9949669809	2.3178996682	1.8381978332	2.3872486023	2.3571669231	1.7462611378	2.3204524339	2.3495352975	2.1936968351	2.5365376661	2.5639192332	1.6449313513	2.152178605	2.1106022142	1.9568761602	2.3409737524	2.51078549	3.8186124072	2.5534165099	2.346209283
Pseudorhodoferax	Pseudorhodoferax	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Burkholderiales.f__Comamonadaceae.g__Pseudorhodoferax	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.5142066208	-0.606655243	1.452530221	-0.869090769	-1.524416898	1.2069391145	1.7713697565	1.2591374357	-1.344450133	1.3001185078	-1.647517363	0.0276108615	2.2676600804	-1.254435369	-0.475466972	-0.531472728	1.0215364071	-1.209458885	1.1181942018	1.1818181438	0.2160014808	2.6112200071	0.4089134008	0.9453354494	-1.333661718	1.1502170653	0.6215231805	1.2874977993	0.9467481464	-0.059549438	1.6302996278	-1.186384801	0.5453195337	1.5445032947	1.3788430709	1.6570626712
Helcobacillus	Helcobacillus	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermabacteraceae.g__Helcobacillus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.3693153302	2.6637259156	2.0257063338	2.7030807177	1.9156543116	1.8396554026	4.36344406	2.6803104551	2.0956210773	2.0264453264	1.7925538473	1.8827195709	2.2482996719	2.4886657456	2.9646042377	2.6973544311	2.2778212106	2.2306123249	1.7509104898	2.299961259	2.3741400944	1.6589737944	2.3961223866	2.3665084688	2.1064094917	2.6988736296	2.4766318898	1.5576440079	2.0648912616	2.2376614457	2.032546113	2.2536864091	2.4425153839	2.3093198592	2.6290864626	2.4218792357
Gallionella	Gallionella	k__Bacteria.p__Proteobacteria.c__Betaproteobacteria.o__Gallionellales.f__Gallionellaceae.g__Gallionella	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.2210869482	2.4545469861	1.7636488192	2.5539759539	1.7674259297	1.6914270206	1.8932875831	2.4182529405	1.9473926953	1.7883218596	1.6443254654	1.7344911889	2.1000712899	2.226608231	2.8163758557	2.4592309643	1.3314684842	2.0823839429	1.6026821078	2.151732877	2.1120825798	1.5107454124	2.2470176229	2.1044509542	1.9581811097	2.5074424061	2.3284035079	1.4094156259	1.9166628796	1.9023508877	1.8834413492	2.1054580271	2.2003953416	2.1602150955	2.4799816988	2.2727744719
Pyrolobus	Pyrolobus	k__Archaea.p__Crenarchaeota.c__Thermoprotei.o__Desulfurococcales.f__Pyrodictiaceae.g__Pyrolobus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.1271751607	2.752106066	2.0561306078	1.9672194742	1.3109440628	2.9511521877	2.5363413898	2.0586580325	2.590446502	2.2397298014	2.9040506325	2.5581172412	2.2956661195	2.9665489965	2.3598939888	2.3801241894	1.6607060795	2.5189868721	3.8934341705	1.2098241829	2.4045643683	2.1537992191	2.7382636552	2.3969327428	2.3947840389	1.4011164383	2.2344917203	3.0997751473	2.5597166863	2.6351502631	2.0336504637	2.7485118337	2.9515552672	1.862965233	1.5306551398	0.8380210857
Centipeda	Centipeda	k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Centipeda	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.1902406855	2.434299038	1.8187765868	2.5331251073	1.736579667	1.6605807579	1.8624413205	2.4733807081	1.9165464326	1.783577986	1.6134792027	1.7036449262	2.0692250272	2.2817359986	2.785529593	2.4544870908	1.8786693989	2.0515376802	1.5718358451	2.1208866143	2.1672103473	1.4798991497	2.2261667763	2.1595787218	1.927334847	2.4784128567	2.2975572452	1.3785693632	1.8858166169	2.0267485687	1.8625905026	2.0746117644	2.2672632677	2.1393642489	2.4591308523	2.2519236253
Candidatus_Puniceispirillum	Candidatus_Puniceispirillum	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.g__Candidatus_Puniceispirillum	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.1186497472	2.4743140133	1.788432092	2.5135142524	1.6649887286	1.5889898196	1.7908503821	2.4430362133	1.8449554943	1.810856874	3.1268507651	1.6320539879	1.9976340889	2.2513915038	2.7139386547	2.4817659788	1.9156638582	1.9799467419	1.5002449068	2.049295676	2.1368658526	1.4083082114	2.2065559214	2.129234227	3.4407064094	2.3234308467	2.2259663068	1.3069784249	1.8142256786	1.9534142206	1.8429796477	2.0030208261	2.3465375177	2.119753394	2.4395199974	2.2323127705
Planomonospora	Planomonospora	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Streptosporangiaceae.g__Planomonospora	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.4581430605	1.8681508349	0.9876510478	1.7063558506	1.0044820419	0.9284831329	2.7153061961	1.642255169	1.1844488076	1.1626128113	0.8813815776	0.9715473012	1.3371274021	1.4506104596	2.053431968	1.8335219161	1.4020939325	1.3194400552	0.8397382201	1.3887889893	1.3360848083	2.3327640254	1.3993975195	1.3284531828	1.195237222	1.4754520844	1.5654596201	0.6464717382	1.1537189919	1.2435776668	1.0358212458	1.3425141394	1.5362555151	1.3125949921	1.6323615955	1.4251543686
Alkaliflexus	Alkaliflexus	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Marinilabiliaceae.g__Alkaliflexus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.0584933376	2.2931109217	1.5793213519	2.3833930971	1.6048323191	1.52883341	1.7306939725	2.2339254731	1.7847990847	1.6241072718	1.4817318548	1.5718975783	1.9374776793	2.0422807637	2.6537822451	2.2950163765	1.8433100485	1.9197903323	1.4400884972	1.9891392664	1.9277551124	1.3481518018	2.076434766	1.9201234869	1.7955874991	2.366660497	2.1658098972	1.2468220153	1.754069269	1.860246653	1.7128584924	1.9428644165	2.1682466818	1.9896322387	2.309398842	2.1021916151
Rubritalea	Rubritalea	k__Bacteria.p__Verrucomicrobia.c__Verrucomicrobiae.o__Verrucomicrobiales.f__Rubritaleaceae.g__Rubritalea	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.6443763019	3.4455662818	2.6807146186	1.8838453824	1.1907152834	1.1147163743	1.3165769369	1.7503562391	1.370682049	1.2578242318	1.0676148191	1.1577805426	1.5233606436	1.5587115297	2.2396652094	1.9287333365	0.9313940028	1.5056732966	1.0259714615	1.5750222307	1.4441858784	0.9340347661	1.5768870514	1.4365542529	1.3814704634	1.9321837732	1.7516928616	2.4176674803	1.3399522333	2.4712458112	1.2133107777	1.5287473808	1.5837278774	1.490084524	3.3948136281	1.6026439004
Mangrovimonas	Mangrovimonas	k__Bacteria.p__Bacteroidetes.c__Flavobacteriia.o__Flavobacteriales.f__Flavobacteriaceae.g__Mangrovimonas	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.2771929024	0.5611600752	-0.054683486	0.7554772714	-0.176468116	1.3324954755	-0.050606463	0.5999206357	0.0034986495	0.1088018042	-0.29956858	-0.209402857	0.1561772441	0.4082759262	0.8724818099	0.7797109089	-0.004510164	0.1384898971	-0.341211938	0.2078388312	0.293750275	2.3742062887	0.4485189404	0.2861186494	1.5992495647	0.675574656	0.3845094621	-0.53447842	-0.027231166	0.1775843482	1.6699051674	0.1615639813	0.545204384	0.361716413	0.6814830164	0.4742757894
Anaerotruncus	Anaerotruncus	k__Bacteria.p__Firmicutes.c__Clostridia.o__Clostridiales.f__Ruminococcaceae.g__Anaerotruncus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	4.9245885945	5.2887727005	4.5673217678	5.2227245688	4.4709275759	5.9798911675	4.5967892294	5.2219258891	4.6508943416	4.5789281106	4.3478271116	4.4379928351	4.8035729361	6.6152436804	5.5198775019	5.2498372153	4.4664904639	4.7858855891	4.3061837541	4.8552345232	4.9157555284	4.2142470587	4.9157662378	4.9081239029	4.661682756	5.0699633224	5.0319051541	4.1129172722	4.6201645259	4.6160929048	4.5521899641	4.8089596733	5.0246034332	4.8289637104	5.1487303137	4.9415230868
Kosakonia	Kosakonia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Enterobacteriales.f__Enterobacteriaceae.g__Kosakonia	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.9517346466	1.3681620268	2.0744172301	0.9916692741	0.498073628	0.4220747189	0.6239352815	1.1440588506	2.2630028944	0.7198509697	0.3749731637	0.4651388872	0.8307189882	0.9524141412	1.5470235541	1.3907600744	0.0996952863	0.8130316412	1.9182923069	0.8823805753	0.8378884899	0.2413931108	0.6847109431	0.8302568644	0.6888288081	1.6538461987	1.0590512062	1.725025825	0.647310578	0.6030665983	0.3211346694	0.8361057254	1.0657124226	0.5979084157	0.917675019	0.7104677921
Propionispira	Propionispira	k__Bacteria.p__Firmicutes.c__Negativicutes.o__Selenomonadales.f__Selenomonadaceae.g__Propionispira	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.9818600678	2.2192364306	1.5842813383	2.3519852048	1.5281990493	1.4522001402	1.6540607027	2.2388854596	1.7081658149	1.5613034299	1.405098585	1.4952643085	1.8608444095	2.0472407501	2.5771489753	2.2322125346	1.7776169197	1.8431570625	1.3634552274	1.9125059966	1.9327150989	1.271518532	2.0450268738	1.9250834733	1.7189542293	2.2358915993	2.0891766274	1.1701887455	1.6774359992	1.8269525389	1.6814506001	1.8662311467	2.1032025334	1.9582243464	2.2779909498	2.0707837229
Candidatus_Evansia	Candidatus_Evansia	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Candidatus_Evansia	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	-0.746194836	-0.383965891	0.2926203079	-0.546504142	0.3851066464	-1.275854763	-1.073994201	0.9472244292	-1.019889089	-0.963200957	-1.322956319	-1.232790595	-0.867210494	-0.829382781	-0.150905928	-0.292291852	-2.460408248	-0.884897841	0.2203628245	-0.815548907	-0.943908432	-1.456536372	-0.853462473	-0.951540058	-1.009100674	1.1810477759	0.9460842245	-1.557866158	-1.050618904	-1.320879214	-1.217038747	-0.861823757	-0.728735873	-0.940265	0.9644641037	-0.827705624
Halapricum	Halapricum	k__Archaea.p__Euryarchaeota.c__Halobacteria.o__Halobacteriales.f__Halobacteriaceae.g__Halapricum	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.9501858296	4.3272784619	2.6088248792	7.991313281	6.7444523245	7.7780779066	2.6223864646	3.2634290004	2.6764915767	2.5676011751	2.3734243468	4.7855181652	2.8291701713	7.7156404807	3.5454747371	8.0964912749	6.8152686171	8.0968850432	7.6171832081	2.8808317584	7.6011148295	4.5617723887	10.285258995	5.2715551091	9.0966709273	3.9434346843	3.0575023893	7.0927108177	4.9676898559	2.8411636269	3.4138880807	5.1564850034	9.0597050866	7.3911015451	8.5339903864	3.8032212034
Rhodoluna	Rhodoluna	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Rhodoluna	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.9041293958	3.1258332185	2.318262823	3.2663310002	2.4504683772	2.3744694681	2.5763300307	2.9728669443	2.6304351429	2.4758310602	2.3273679129	2.4175336364	2.7831137374	4.3661847355	3.4994183032	3.1467401649	2.519831157	2.7654263904	2.2857245554	2.8347753245	2.6666965836	2.19378786	2.9593726692	2.659064958	2.6412235573	2.8035825687	3.0114459554	2.0924580735	2.5997053272	2.3851853433	2.5957963955	2.7885004746	2.8714522989	2.8725701418	3.1923367452	2.9851295183
Gryllotalpicola	Gryllotalpicola	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Gryllotalpicola	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.1454001529	2.3023113656	1.6533538436	2.5725455436	1.6917391344	1.6157402253	1.8176007879	2.3079579649	1.8717059001	1.8375841585	1.5686386701	1.6588043936	2.0243844946	2.1163132554	2.7406890604	2.5084932632	2.0977080104	2.0066971476	1.5269953126	3.6610085824	2.0017876041	3.756986712	2.2655872126	1.9941559786	1.8824943144	1.8915471201	2.2527167126	1.3337288306	1.8409760844	1.8603758174	1.9020109389	2.0297712318	2.1847165823	2.1787846852	2.4985512886	2.2913440617
Thalassobaculum	Thalassobaculum	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodospirillales.f__Rhodospirillaceae.g__Thalassobaculum	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.6411481347	2.9269062954	2.0381472563	2.6512555825	2.1874871162	2.1114882071	2.3133487697	2.6927513776	2.3674538819	2.2173137442	2.0643866519	2.1545523754	2.5201324764	2.5011066681	3.2364370422	2.8882228489	1.9344282118	2.5024451294	2.0227432944	2.5717940635	2.3865810168	1.9308065989	2.3442972515	2.3789493913	2.3782422962	1.9001620778	2.7484646944	1.8294768124	2.3367240662	2.1573375692	1.9807209778	2.5255192136	2.5454257745	2.2574947241	2.5772613275	2.3700541006
Halobacteriovorax	Halobacteriovorax	k__Bacteria.p__Proteobacteria.c__Deltaproteobacteria.o__Bdellovibrionales.f__Halobacteriovoraceae.g__Halobacteriovorax	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.9801185622	2.2749107992	1.4762342547	2.1812444948	1.5264575437	1.4504586346	1.6523191972	2.130838376	1.7064243093	1.5563403378	1.4033570794	1.4935228029	1.8591029039	1.9391936665	2.5754074697	2.2272494425	1.5514985008	1.8414155569	1.3617137218	1.910764491	1.8246680152	1.2697770264	1.8742861638	1.8170363897	1.7172127237	2.1982526522	2.0874351219	1.1684472399	1.6756944936	1.7100148086	1.5107098901	1.8644896411	2.0858068287	1.7874836364	2.1072502398	1.9000430129
Dialister	Dialister	k__Bacteria.p__Firmicutes.c__Negativicutes.o__Veillonellales.f__Veillonellaceae.g__Dialister	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.3862656947	0.6252073666	-0.064495139	0.5700263925	-0.067395324	-0.143394233	0.0584663296	0.5901089822	0.1125714418	0.0094118062	-0.190495788	-0.100330065	0.2652500363	0.3984642727	0.9815546022	0.6803209109	-0.363291475	0.2475626893	-0.232139146	0.3169116234	0.2839386214	-0.324075841	0.2630680614	0.2763069959	0.1233598562	0.9380073309	0.4935822543	-0.425405628	0.0818416261	-0.170695368	-0.100508212	0.2706367736	0.3048439489	0.176265534	0.4960321374	0.2888249105
Methylacidiphilum	Methylacidiphilum	k__Bacteria.p__Verrucomicrobia.o__Methylacidiphilales.f__Methylacidiphilaceae.g__Methylacidiphilum	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	0.5537616116	0.7017227871	1.5311385445	0.5663657817	0.100100593	0.0241016839	0.2259622465	0.600780165	0.2800673587	-0.854456613	-0.022999871	0.0671658522	0.4327459532	0.4091354556	1.149050519	2.1383805869	-0.468198435	0.4150586062	-0.064643229	2.8063356352	0.2946098043	-0.156579924	0.2594074507	0.2869781788	0.2908557731	0.8738292659	0.6610781712	-0.257909711	0.249337543	-0.121124603	-0.104168823	0.4381326904	0.4845583695	0.1726049233	2.0773340274	1.8701268005
Kineosphaera	Kineosphaera	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Micrococcales.f__Dermatophilaceae.g__Kineosphaera	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	3.3997076356	2.0163827058	2.8697140762	2.0307796355	1.3610841163	1.2850852072	1.4869457698	1.9393556968	1.541050882	1.5302518142	1.237983652	1.3281493755	1.6937294765	1.7477109873	2.4100340424	2.2011609189	1.6397513436	1.6760421295	1.1963402945	1.7453910636	3.2181478368	1.1044035991	1.7238213045	1.6255537105	1.5518392964	3.389519006	1.9220616945	3.8104287346	1.5103210663	1.5215163869	1.3602450308	1.6991162137	1.9020516473	1.6370187771	1.9567853805	1.7495781535
Allosalinactinospora	Allosalinactinospora	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Streptosporangiales.f__Nocardiopsaceae.g__Allosalinactinospora	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.4658316727	2.75389938	2.0579377617	2.8217000627	2.0121706542	1.9361717451	2.1380323077	2.712541883	2.1921374198	2.0849551791	1.8890701899	1.9792359134	2.3448160144	2.5208971735	3.0611205802	2.7558642838	2.3031985104	2.3271286674	1.8474268323	2.3964776015	2.4063715223	3.3404526377	2.5147417317	2.3987398967	2.2029258342	4.291022592	2.5731482324	1.6541603504	2.1614076042	2.3034697765	2.151165458	2.3502027516	2.6370296209	2.4279392043	2.7477058077	2.5404985808
Faecalicoccus	Faecalicoccus	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Faecalicoccus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.054485212	2.5325239131	1.7852502411	2.5941246916	1.6008241935	1.5248252844	1.726685847	2.4398543624	1.7807909591	1.8183304963	1.4777237292	1.5678894527	1.9334695537	2.2482096529	2.6497741195	2.489239601	1.9035144814	1.9157822067	1.4360803716	1.9851311408	2.1336840017	6.0990311784	2.2871663606	2.1260523762	1.7915793735	2.4984247732	2.1618017717	1.2428138897	1.7500611435	2.0227227633	1.9235900869	1.9388562909	2.3376291013	2.2003638332	2.5201304366	2.3129232096
Opitutus	Opitutus	k__Bacteria.p__Verrucomicrobia.c__Opitutae.o__Opitutales.f__Opitutaceae.g__Opitutus	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.3511748311	2.3038947292	1.8058598651	2.5561404741	1.8975138126	1.8215149035	2.0233754661	2.4604639864	2.0774805783	1.9135146916	1.7744133483	1.8645790718	2.2301591728	2.2688192769	2.9464637386	2.5844237963	1.7264383809	2.2124718258	1.7327699908	2.2818207599	2.1542936257	1.6408332953	2.2491821431	2.1466620001	2.0882689926	2.5641830945	2.4584913908	1.5395035088	2.0467507626	1.9631224032	1.8856058694	2.23554591	2.3049130608	2.1623796157	2.4821462191	2.2749389922
Gimesia	Gimesia	k__Bacteria.p__Planctomycetes.c__Planctomycetia.o__Planctomycetales.f__Planctomycetaceae.g__Gimesia	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	3.5776083795	5.3941189298	3.0065583162	3.8338855599	3.123947361	3.0479484519	3.2498090145	3.6611624375	3.3039141267	3.1544171267	3.0008468967	3.0910126202	3.4565927212	3.469517728	4.172897287	3.8253262314	3.1965679103	3.4389053742	2.9592035392	3.5082543083	3.3549920768	2.8672668437	3.5269272288	3.3473604513	3.314702541	3.5694434465	3.6849249392	2.7659370572	3.273184311	3.0933948978	3.1633509552	3.4619794584	3.475617175	3.4401247015	3.7598913048	3.5526840779
Sporosarcina	Sporosarcina	k__Bacteria.p__Firmicutes.c__Bacilli.o__Bacillales.f__Planococcaceae.g__Sporosarcina	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.2227346753	1.4255269649	1.0894731134	3.5484571115	1.7690736568	1.6930747477	3.479897811	3.3290397354	1.9490404225	2.2330019577	1.6459731925	3.3211014167	2.101719017	3.137395026	2.8180235828	2.9039110624	1.2386295426	3.6689941707	1.604329835	2.1533806041	1.437906874	1.5123931395	1.6565362798	3.7522033433	1.9598288368	3.6400663404	2.330051235	5.8033807758	1.9183106068	1.2802281049	3.614888101	2.1071057542	1.7700909212	1.5697337524	1.8895003558	1.6822931288
Wenzhouxiangella	Wenzhouxiangella	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Chromatiales.f__Wenzhouxiangellaceae.g__Wenzhouxiangella	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	2.4840685071	2.562457123	4.741986934	2.6779523707	2.0304074886	1.9544085795	2.1562691421	2.5892361332	2.2103742543	2.1066745934	1.9073070243	1.9974727478	2.3630528488	2.3975914237	3.0793574146	2.7775836981	0.8850357532	3.9303280025	1.8656636668	2.4147144359	2.2830657725	1.7737269713	2.3709940397	2.2754341469	2.2211626686	2.8005490444	2.5913850668	1.6723971848	2.1796444386	2.0712735178	2.007417766	2.368439586	2.4777543733	2.2841915123	2.6039581156	2.3967508887
Lawsonella	Lawsonella	k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Corynebacteriales.g__Lawsonella	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	6.0171182501	5.9163521092	10.459783932	6.0128766668	6.7858496529	3.9024958217	5.689318885	3.875983314	4.1584614965	5.0003108193	3.8553942665	3.94555999	4.311140091	6.0062666994	5.0274446569	5.671219924	3.9277474372	5.8784152448	3.813750909	8.8863636342	5.154775454	6.891739215	3.3839902409	3.5621813277	4.1692499109	4.6256586475	4.539472309	3.6204844271	5.7126941815	2.9463806127	3.0204139672	4.3165268282	5.2909902828	3.2971877135	3.6169543169	3.4097470899
Candidatus_Portiera	Candidatus_Portiera	k__Bacteria.p__Proteobacteria.c__Gammaproteobacteria.o__Oceanospirillales.f__Halomonadaceae.g__Candidatus_Portiera	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	5.0043606871	1.7995367765	5.9471203574	4.7419743716	4.7917077681	1.0152691409	3.5390577983	1.5573303593	4.4411598171	4.1091221451	5.4917295417	6.1876163261	3.7458415051	4.5356106513	2.140217976	4.4174611705	4.2428704631	5.3131166588	3.7338791502	5.9991369533	3.5730880935	3.6419424548	3.9045013239	5.4914558865	3.6039513249	5.1297566601	4.4596005502	3.9031827477	4.047859922	3.9712112721	4.8945620048	5.6772276608	3.6767371421	3.8176987965	2.5525028992	3.930258173
Holdemanella	Holdemanella	k__Bacteria.p__Firmicutes.c__Erysipelotrichia.o__Erysipelotrichales.f__Erysipelotrichaceae.g__Holdemanella	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.2100065869	1.6677599107	2.4515773474	1.6775623905	0.7563455683	0.6803466593	0.8822072218	1.5212189679	0.936312334	0.9622649209	0.633245104	0.7234108276	1.0889909285	1.3295742584	1.8052954944	1.6331740257	0.997713851	1.0713035816	0.5916017465	1.1406525157	1.2150486072	4.8919824739	1.3706040595	1.2074169817	0.9471007484	1.5160565458	1.3173231465	0.3983352646	0.9055825183	0.9002445514	1.0070277858	1.0943776658	1.4624727328	1.2838015321	1.6035681355	3.7182890035
Sanguibacteroides	Sanguibacteroides	k__Bacteria.p__Bacteroidetes.c__Bacteroidia.o__Bacteroidales.f__Porphyromonadaceae.g__Sanguibacteroides	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	16.309090939	16.050190672	15.497988426	16.300806347	16.216762697	16.224909794	16.068863538	16.524750514	16.206626579	16.086307022	16.361742292	16.062361191	15.73904137	15.928961457	16.627051985	16.292478398	15.798225446	16.431049909	16.258020395	16.217301417	16.191309678	15.746727376	15.923113504	16.04335324	15.82903941	16.240833913	16.038205035	16.133214304	16.499252019	16.03377653	16.416586142	16.07762403	16.533518062	15.970875671	16.273733139	16.193220605
Hyphomicrobium	Hyphomicrobium	k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhizobiales.f__Hyphomicrobiaceae.g__Hyphomicrobium	http://cancermicrobiome.ucsd.edu/CancerMicrobiome_DataBrowser/	1.2776720121	-0.645731538	1.7717294369	0.1978758844	-0.760951507	1.9704045058	1.6868382412	0.1044054633	1.0039777592	-0.392650401	0.7009105292	2.9065534702	1.1566563537	1.4977232545	1.8729609195	2.152727822	2.1199758632	1.8759346009	0.6592671717	2.7932804416	1.3831976033	-1.017632024	2.2128456482	-0.209396523	-0.570196327	-0.051003889	1.3849885717	-1.118961811	-0.611714557	1.0866126413	-0.47265872	-0.42291941	-0.657061978	1.3890775267	0.1238816293	1.5016369031
