Hugo_Symbol	Entrez_Gene_Id	TCGA-3X-AAV9-01	TCGA-3X-AAVA-01	TCGA-3X-AAVB-01	TCGA-3X-AAVC-01	TCGA-3X-AAVE-01	TCGA-4G-AAZO-01	TCGA-4G-AAZT-01	TCGA-W5-AA2G-01	TCGA-W5-AA2H-01	TCGA-W5-AA2I-01	TCGA-W5-AA2O-01	TCGA-W5-AA2Q-01	TCGA-W5-AA2R-01	TCGA-W5-AA2T-01	TCGA-W5-AA2U-01	TCGA-W5-AA2W-01	TCGA-W5-AA2X-01	TCGA-W5-AA2Z-01	TCGA-W5-AA30-01	TCGA-W5-AA31-01	TCGA-W5-AA33-01	TCGA-W5-AA34-01	TCGA-W5-AA36-01	TCGA-W5-AA38-01	TCGA-W5-AA39-01	TCGA-W6-AA0S-01	TCGA-WD-A7RX-01	TCGA-YR-A95A-01	TCGA-ZD-A8I3-01	TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y2-01	TCGA-ZH-A8Y4-01	TCGA-ZH-A8Y5-01	TCGA-ZH-A8Y6-01	TCGA-ZH-A8Y8-01	TCGA-ZU-A8S4-01
GTF2H3	2967	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
TCTN2	79867	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
DNAH10	196385	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
CCDC92	80212	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ZNF664-RFLNA	100533183	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ZNF664	144348	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
FAM101A	144347	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
NCOR2	9612	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
MIR6880	102466204	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
SCARB1	949	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
UBC	7316	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
MIR5188	100847004	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
DHX37	57647	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
BRI3BP	140707	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
THRIL	102659353	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
AACS	65985	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
TMEM132B	114795	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC00939	400084	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC02359	101927464	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC00943	100507206	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC00944	387895	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
RP11-407A16.3	100996671	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC02347	100128554	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC02372	440117	-1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC02405	101927592	-1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC02375	101927616	-1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
FLJ37505	400087	-1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC00507	100862680	-1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC02369	100996679	-1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC02368	101927694	-1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
MIR3612	100500817	-1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
TMEM132C	92293	2	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
SLC15A4	121260	2	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
GLT1D1	144423	2	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
TMEM132D	121256	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
RP11-669N7.2	283352	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
TMEM132D-AS2	101927735	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
FZD10-AS1	440119	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
FZD10	11211	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
PIWIL1	9271	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
RIMBP2	23504	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC02418	100190940	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
STX2	2054	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
RAN	5901	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
GPR133	283383	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC01257	116437	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LINC02370	338797	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
SFSWAP	6433	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
MMP17	4326	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ULK1	8408	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
PUS1	80324	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	0	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
EP400	57634	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
SNORA49	677829	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
EP400NL	347918	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
DDX51	317781	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
GALNT9	50614	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
GALNT9-AS1	100130238	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
NOC4L	79050	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
FBRSL1	57666	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ANHX	647589	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ANKLE2	23141	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
CHFR	55743	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
GOLGA3	2802	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
LRCOL1	100507055	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
MIR6763	102465975	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
P2RX2	22953	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
PGAM5	192111	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
POLE	5426	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
PXMP2	5827	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ZNF84-DT	101928597	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ZNF10	7556	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ZNF140	7699	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ZNF268	10795	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ZNF26	7574	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ZNF605	100289635	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ZNF84	7637	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ZNF891	101060200	1	0	-1	0	1	0	1	-1	0	0	0	0	0	0	-1	0	-1	1	0	1	-1	1	0	0	0	-1	-1	0	1	0	0	1	-1	0	0	0
ANKRD20A9P	284232	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
LINC00417	100874164	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
LINC00408	100652856	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
LINC00442	348021	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
RNU6-52P	100873761	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
TUBA3C	7278	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
ANKRD26P3	100101938	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
LINC00421	100287114	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
TPTE2	93492	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
MPHOSPH8	54737	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
PSPC1	55269	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
ZMYM5	9205	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
ZMYM2	7750	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
GJA3	2700	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
GJB2	2706	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
CRYL1	51084	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
GJB6	10804	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
MIR4499	100616304	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
IFT88	8100	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
IL17D	53342	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
N6AMT2	221143	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
XPO4	64328	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
LINC00367	101930748	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
LATS2	26524	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
SAP18	10284	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
SKA3	221150	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
MRPL57	78988	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
MIPEPP3	650794	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
LINC00539	100652865	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
ZDHHC20	253832	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
MICU2	221154	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
FGF9	2254	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
LINC00424	100874182	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
LINC00540	100506622	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
BASP1P1	646201	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
SGCG	6445	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
SACS	26278	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
SACS-AS1	100506680	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
LINC00327	100506697	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
ANKRD20A19P	400110	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
C1QTNF9B-AS1	542767	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
C1QTNF9B	387911	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
MIPEP	4285	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
SPATA13	221178	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
TNFRSF19	55504	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
MIR2276	100313842	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
SPATA13-AS1	100874231	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
C1QTNF9	338872	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
PARP4	143	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
TPTE2P6	374491	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
ATP12A	479	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
RNF17	56163	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
CENPJ	55835	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
TPTE2P1	646405	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
PABPC3	5042	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
AMER2	219287	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
MTMR6	9107	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
NUPL1	9818	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
ATP8A2	51761	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
SHISA2	387914	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
RNF6	6049	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
CDK8	1024	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
WASF3	10810	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
GPR12	2835	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
USP12	219333	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
USP12-AS2	100874071	-1	0	1	1	-1	0	0	-1	0	-1	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	-1	0	-1	0	0	-1	0	0	-1	0	-1	0	0	-1	-1
